trade_date,source,error,attempted_at
2020-12-29,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2020-12-30,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2020-12-31,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-01-04,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-01-05,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-01-06,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-01-07,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-01-08,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-01-11,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-01-12,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-01-13,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-01-14,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-01-15,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-01-18,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-01-19,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-01-20,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-01-21,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-01-22,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-01-25,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-01-26,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-01-27,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-01-28,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-01-29,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-02-01,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-02-02,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-02-03,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-02-04,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-02-05,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-02-17,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-02-18,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-02-19,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-02-22,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-02-23,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-02-24,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-02-25,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-02-26,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-03-02,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-03-03,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-03-04,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-03-05,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-03-08,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-03-09,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-03-10,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-03-11,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-03-12,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-03-15,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-03-16,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-03-17,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-03-18,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-03-19,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-03-22,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-03-23,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-03-24,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-03-25,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-03-26,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-03-29,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-03-30,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-03-31,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-04-01,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-04-06,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-04-07,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-04-08,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-04-09,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-04-12,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-04-13,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-04-14,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-04-15,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-04-16,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-04-19,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-04-20,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-04-21,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-04-22,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-04-23,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-04-26,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-04-27,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-04-28,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-04-29,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-05-03,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-05-04,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-05-05,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-05-06,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-05-07,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-05-10,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-05-11,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-05-12,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-05-13,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-05-14,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-05-17,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-05-18,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-05-19,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-05-20,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-05-21,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-05-24,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-05-25,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-05-26,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-05-27,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-05-28,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-05-31,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-06-01,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-06-02,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-06-03,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-06-04,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-06-07,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-06-08,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-06-09,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-06-10,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-06-11,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-06-15,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-06-16,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-06-17,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-06-18,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-06-21,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-06-22,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-06-23,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-06-24,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-06-25,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-06-28,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-06-29,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-06-30,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-07-01,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-07-02,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-07-05,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-07-06,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-07-07,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-07-08,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-07-09,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-07-12,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-07-13,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-07-14,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-07-15,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-07-16,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-07-19,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-07-20,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-07-21,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-07-22,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-07-23,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-07-26,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-07-27,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-07-28,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-07-29,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-07-30,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-08-02,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-08-03,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-08-04,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-08-05,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-08-06,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-08-09,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-08-10,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-08-11,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-08-12,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-08-13,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-08-16,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-08-17,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-08-18,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-08-19,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-08-20,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-08-23,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-08-24,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-08-25,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-08-26,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-08-27,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-08-30,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-08-31,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-09-01,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-09-02,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-09-03,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-09-06,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-09-07,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-09-08,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-09-09,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-09-10,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-09-13,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-09-14,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-09-15,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-09-16,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-09-17,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-09-22,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-09-23,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-09-24,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-09-27,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-09-28,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-09-29,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-09-30,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-10-01,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-10-04,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-10-05,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-10-06,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-10-07,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-10-08,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-10-12,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-10-13,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-10-14,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-10-15,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-10-18,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-10-19,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-10-20,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-10-21,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-10-22,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-10-25,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-10-26,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-10-27,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-10-28,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-10-29,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-11-01,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-11-02,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-11-03,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-11-04,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-11-05,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-11-08,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-11-09,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-11-10,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-11-11,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-11-12,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-11-15,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-11-16,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-11-17,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-11-18,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-11-19,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-11-22,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-11-23,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-11-24,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-11-25,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-11-26,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-11-29,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-11-30,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-12-01,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-12-02,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-12-03,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-12-06,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-12-07,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-12-08,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-12-09,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-12-10,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-12-13,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-12-14,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-12-15,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-12-16,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-12-17,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-12-20,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-12-21,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-12-22,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-12-23,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-12-24,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-12-27,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
2021-12-28,taifex_foreign_position,TAIFEX public daily institutional query is limited to the previous three years,2026-08-10T14:15:46+00:00
